w1,w2,w3,w4,w5,w6,op_vout,op_satlist,op_gain,op_gain_db,op_inmin,op_inmax,op_outmin,op_outmax,dc_outmin,dc_outmax,dc_inmin,dc_inmax,tran_gain,tran_gain_db,ac_gain,ac_gain_db,ac_GBP,
1e-06,1e-06,3e-07,3e-07,2e-06,2e-06,9.88927e-01,6,2.28783e+01,2.71885e+01,7.79385e-01,1.98227e+00,8.68248e-01,1.51014e+00,3.50430e-01,1.72631e+00,5.40000e-01,1.52000e+00,2.08593e+01,2.63860e+01,2.24548e+01,2.70262e+01,2.40410e+08,
1e-06,1e-06,3e-07,3e-07,2e-06,4e-06,1.09909e+00,6,2.31589e+01,2.72944e+01,6.77909e-01,2.03862e+00,8.76964e-01,1.58954e+00,3.89337e-01,1.74105e+00,5.00000e-01,1.60000e+00,2.11331e+01,2.64992e+01,2.28002e+01,2.71588e+01,1.38950e+08,
1e-06,1e-06,3e-07,3e-07,2e-06,6e-06,1.14620e+00,6,2.30033e+01,2.72358e+01,6.30303e-01,2.05988e+00,8.76480e-01,1.62433e+00,4.05767e-01,1.74527e+00,4.80000e-01,1.63000e+00,2.10104e+01,2.64487e+01,2.26809e+01,2.71132e+01,1.00000e+08,
1e-06,1e-06,3e-07,3e-07,2e-06,8e-06,1.17413e+00,6,2.28108e+01,2.71628e+01,6.00509e-01,2.07066e+00,8.74622e-01,1.64490e+00,4.17349e-01,1.74282e+00,4.70000e-01,1.65000e+00,2.08529e+01,2.63833e+01,2.25107e+01,2.70478e+01,8.03086e+07,
1e-06,1e-06,3e-07,3e-07,2e-06,1e-05,1.19335e+00,4,2.26331e+01,2.70949e+01,5.79303e-01,2.07688e+00,8.72637e-01,1.65886e+00,4.26317e-01,1.74944e+00,4.60000e-01,1.66000e+00,2.07053e+01,2.63216e+01,2.23481e+01,2.69848e+01,6.44947e+07,
1e-06,1e-06,3e-07,3e-07,4e-06,2e-06,8.23651e-01,6,2.12593e+01,2.65510e+01,8.33289e-01,1.89330e+00,7.56813e-01,1.39544e+00,3.17508e-01,1.71029e+00,6.00000e-01,1.38000e+00,1.93518e+01,2.57344e+01,2.07995e+01,2.63611e+01,3.34048e+08,
1e-06,1e-06,3e-07,3e-07,4e-06,4e-06,9.88104e-01,6,2.28735e+01,2.71867e+01,7.20597e-01,1.98183e+00,8.08637e-01,1.50956e+00,3.50156e-01,1.72604e+00,5.50000e-01,1.52000e+00,2.08568e+01,2.63850e+01,2.24520e+01,2.70251e+01,2.40410e+08,
1e-06,1e-06,3e-07,3e-07,4e-06,6e-06,1.05806e+00,6,2.31459e+01,2.72895e+01,6.68837e-01,2.01830e+00,8.26850e-01,1.55959e+00,3.77363e-01,1.73871e+00,5.30000e-01,1.57000e+00,2.11130e+01,2.64910e+01,2.27592e+01,2.71432e+01,1.73020e+08,
1e-06,1e-06,3e-07,3e-07,4e-06,8e-06,1.09852e+00,6,2.31596e+01,2.72946e+01,6.36860e-01,2.03835e+00,8.35352e-01,1.58912e+00,3.89173e-01,1.74086e+00,5.10000e-01,1.60000e+00,2.11330e+01,2.64992e+01,2.27999e+01,2.71587e+01,1.38950e+08,
1e-06,1e-06,3e-07,3e-07,4e-06,1e-05,1.12569e+00,6,2.30959e+01,2.72707e+01,6.14296e-01,2.05100e+00,8.39956e-01,1.60915e+00,3.98211e-01,1.73818e+00,5.00000e-01,1.62000e+00,2.10841e+01,2.64791e+01,2.27565e+01,2.71421e+01,1.24520e+08,
1e-06,1e-06,3e-07,3e-07,6e-06,2e-06,6.94801e-01,6,1.89446e+01,2.55497e+01,8.72952e-01,1.82378e+00,6.67565e-01,1.30728e+00,2.95166e-01,1.68410e+00,6.50000e-01,1.27000e+00,1.73802e+01,2.48011e+01,1.84764e+01,2.53324e+01,4.15956e+08,
1e-06,1e-06,3e-07,3e-07,6e-06,4e-06,8.99078e-01,6,2.21608e+01,2.69117e+01,7.50334e-01,1.93409e+00,7.49315e-01,1.44738e+00,3.31401e-01,1.72828e+00,5.80000e-01,1.44000e+00,2.01907e+01,2.61030e+01,2.17167e+01,2.67359e+01,2.99358e+08,
1e-06,1e-06,3e-07,3e-07,6e-06,6e-06,9.87916e-01,6,2.28724e+01,2.71862e+01,6.94713e-01,1.98173e+00,7.82565e-01,1.50943e+00,3.50108e-01,1.72597e+00,5.50000e-01,1.51000e+00,2.08558e+01,2.63845e+01,2.24508e+01,2.70246e+01,2.40410e+08,
1e-06,1e-06,3e-07,3e-07,6e-06,8e-06,1.03920e+00,6,2.31009e+01,2.72726e+01,6.60714e-01,2.00863e+00,7.99870e-01,1.54598e+00,3.72403e-01,1.73223e+00,5.40000e-01,1.55000e+00,2.10694e+01,2.64731e+01,2.27029e+01,2.71216e+01,1.93070e+08,
1e-06,1e-06,3e-07,3e-07,6e-06,1e-05,1.07339e+00,6,2.31652e+01,2.72967e+01,6.36896e-01,2.02603e+00,8.10248e-01,1.57073e+00,3.81648e-01,1.73207e+00,5.20000e-01,1.58000e+00,2.11323e+01,2.64990e+01,2.27877e+01,2.71540e+01,1.73020e+08,
1e-06,1e-06,3e-07,3e-07,8e-06,2e-06,5.89952e-01,5,1.59411e+01,2.40504e+01,9.05484e-01,1.76794e+00,5.95192e-01,1.23555e+00,2.77512e-01,1.62248e+00,6.90000e-01,1.17000e+00,1.51723e+01,2.36210e+01,1.54527e+01,2.37801e+01,4.64159e+08,
1e-06,1e-06,3e-07,3e-07,8e-06,4e-06,8.22046e-01,6,2.12370e+01,2.65419e+01,7.74601e-01,1.89243e+00,6.96519e-01,1.39434e+00,3.16857e-01,1.72100e+00,6.10000e-01,1.38000e+00,1.93422e+01,2.57301e+01,2.07897e+01,2.63570e+01,3.34048e+08,
1e-06,1e-06,3e-07,3e-07,8e-06,6e-06,9.27027e-01,6,2.24252e+01,2.70147e+01,7.15277e-01,1.94916e+00,7.42219e-01,1.46677e+00,3.36979e-01,1.72733e+00,5.80000e-01,1.47000e+00,2.04378e+01,2.62087e+01,2.19860e+01,2.68429e+01,2.68270e+08,
1e-06,1e-06,3e-07,3e-07,8e-06,8e-06,9.87816e-01,6,2.28718e+01,2.71860e+01,6.79347e-01,1.98168e+00,7.67099e-01,1.50936e+00,3.50089e-01,1.72593e+00,5.60000e-01,1.51000e+00,2.08550e+01,2.63842e+01,2.24499e+01,2.70243e+01,2.40410e+08,
1e-06,1e-06,3e-07,3e-07,8e-06,1e-05,1.02830e+00,6,2.30648e+01,2.72590e+01,6.54334e-01,2.00298e+00,7.82583e-01,1.53815e+00,3.69662e-01,1.72832e+00,5.40000e-01,1.54000e+00,2.10351e+01,2.64589e+01,2.26607e+01,2.71055e+01,1.93070e+08,
1e-06,1e-06,3e-07,3e-07,1e-05,2e-06,5.05638e-01,5,1.23739e+01,2.18501e+01,9.32676e-01,1.72392e+00,5.38021e-01,1.17769e+00,2.62935e-01,1.56513e+00,7.40000e-01,1.08000e+00,1.27519e+01,2.21115e+01,1.18523e+01,2.14760e+01,4.64159e+08,
1e-06,1e-06,3e-07,3e-07,1e-05,4e-06,7.53125e-01,6,2.01355e+01,2.60793e+01,7.95804e-01,1.85518e+00,6.48769e-01,1.34715e+00,3.04474e-01,1.70287e+00,6.40000e-01,1.32000e+00,1.83805e+01,2.52871e+01,1.96951e+01,2.58871e+01,3.72759e+08,
1e-06,1e-06,3e-07,3e-07,1e-05,6e-06,8.72271e-01,6,2.18725e+01,2.67980e+01,7.32876e-01,1.91961e+00,7.05040e-01,1.42887e+00,3.26184e-01,1.71834e+00,6.00000e-01,1.42000e+00,1.99237e+01,2.59874e+01,2.14267e+01,2.66191e+01,3.34048e+08,
1e-06,1e-06,3e-07,3e-07,1e-05,8e-06,9.41549e-01,6,2.25480e+01,2.70622e+01,6.95071e-01,1.95697e+00,7.36539e-01,1.47688e+00,3.39983e-01,1.72098e+00,5.70000e-01,1.48000e+00,2.05525e+01,2.62573e+01,2.21118e+01,2.68925e+01,2.68270e+08,
1e-06,1e-06,3e-07,3e-07,1e-05,1e-05,9.87737e-01,6,2.28714e+01,2.71858e+01,6.68901e-01,1.98164e+00,7.56574e-01,1.50930e+00,3.50077e-01,1.72589e+00,5.60000e-01,1.51000e+00,2.08542e+01,2.63839e+01,2.24491e+01,2.70240e+01,2.40410e+08,
1e-06,1e-06,6e-07,6e-07,2e-06,2e-06,1.09004e+00,6,2.18041e+01,2.67708e+01,7.76335e-01,2.06256e+00,9.66314e-01,1.59247e+00,3.58142e-01,1.72919e+00,5.30000e-01,1.62000e+00,2.00237e+01,2.60309e+01,2.14660e+01,2.66350e+01,2.40410e+08,
1e-06,1e-06,6e-07,6e-07,2e-06,4e-06,1.16492e+00,6,2.20739e+01,2.68776e+01,6.75985e-01,2.09551e+00,9.40869e-01,1.64783e+00,3.85206e-01,1.73711e+00,5.00000e-01,1.67000e+00,2.02958e+01,2.61481e+01,2.17865e+01,2.67638e+01,1.38950e+08,
1e-06,1e-06,6e-07,6e-07,2e-06,6e-06,1.19843e+00,6,2.19647e+01,2.68345e+01,6.28789e-01,2.10627e+00,9.27202e-01,1.67189e+00,4.10776e-01,1.73848e+00,4.80000e-01,1.68000e+00,2.02194e+01,2.61154e+01,2.16997e+01,2.67291e+01,1.00000e+08,
1e-06,1e-06,6e-07,6e-07,2e-06,8e-06,1.21909e+00,6,2.18164e+01,2.67757e+01,5.99210e-01,2.11074e+00,9.18286e-01,1.68603e+00,4.21844e-01,1.74702e+00,4.70000e-01,1.69000e+00,2.00988e+01,2.60634e+01,2.15641e+01,2.66746e+01,8.03086e+07,
1e-06,1e-06,6e-07,6e-07,2e-06,1e-05,1.23374e+00,4,2.16773e+01,2.67201e+01,5.78138e-01,2.11262e+00,9.11864e-01,1.69557e+00,4.30480e-01,1.73752e+00,4.60000e-01,1.70000e+00,1.99801e+01,2.60120e+01,2.14332e+01,2.66217e+01,6.44947e+07,
1e-06,1e-06,6e-07,6e-07,4e-06,2e-06,9.78992e-01,6,2.06072e+01,2.62804e+01,8.28248e-01,2.00664e+00,9.07112e-01,1.51192e+00,3.19078e-01,1.71317e+00,5.90000e-01,1.54000e+00,1.89476e+01,2.55511e+01,2.02149e+01,2.61134e+01,3.72759e+08,
1e-06,1e-06,6e-07,6e-07,4e-06,4e-06,1.08950e+00,6,2.18001e+01,2.67692e+01,7.17531e-01,2.06230e+00,9.06972e-01,1.59207e+00,3.57909e-01,1.72897e+00,5.50000e-01,1.62000e+00,2.00213e+01,2.60298e+01,2.14630e+01,2.66338e+01,2.40410e+08,
1e-06,1e-06,6e-07,6e-07,4e-06,6e-06,1.13666e+00,6,2.20458e+01,2.68665e+01,6.66516e-01,2.08409e+00,9.03130e-01,1.62701e+00,3.73851e-01,1.73744e+00,5.20000e-01,1.65000e+00,2.02558e+01,2.61310e+01,2.17388e+01,2.67447e+01,1.73020e+08,
1e-06,1e-06,6e-07,6e-07,4e-06,8e-06,1.16452e+00,6,2.20743e+01,2.68777e+01,6.34931e-01,2.09536e+00,8.99420e-01,1.64755e+00,3.85049e-01,1.73694e+00,5.10000e-01,1.67000e+00,2.02955e+01,2.61480e+01,2.17862e+01,2.67636e+01,1.38950e+08,
1e-06,1e-06,6e-07,6e-07,4e-06,1e-05,1.18366e+00,6,2.20330e+01,2.68615e+01,6.12611e-01,2.10198e+00,8.96246e-01,1.66142e+00,4.03621e-01,1.74488e+00,5.00000e-01,1.68000e+00,2.02705e+01,2.61373e+01,2.17579e+01,2.67523e+01,1.24520e+08,
1e-06,1e-06,6e-07,6e-07,6e-06,2e-06,8.90651e-01,6,1.93070e+01,2.57143e+01,8.66115e-01,1.96194e+00,8.56577e-01,1.44967e+00,3.00026e-01,1.70292e+00,6.40000e-01,1.47000e+00,1.77883e+01,2.50027e+01,1.88844e+01,2.55221e+01,4.15956e+08,
1e-06,1e-06,6e-07,6e-07,6e-06,4e-06,1.02992e+00,6,2.12366e+01,2.65417e+01,7.46221e-01,2.03258e+00,8.76047e-01,1.54848e+00,3.31330e-01,1.72552e+00,5.80000e-01,1.58000e+00,1.95129e+01,2.58064e+01,2.08691e+01,2.63901e+01,2.99358e+08,
1e-06,1e-06,6e-07,6e-07,6e-06,6e-06,1.08938e+00,6,2.17992e+01,2.67688e+01,6.91645e-01,2.06224e+00,8.80959e-01,1.59198e+00,3.57867e-01,1.72892e+00,5.50000e-01,1.62000e+00,2.00204e+01,2.60294e+01,2.14619e+01,2.66334e+01,2.40410e+08,
1e-06,1e-06,6e-07,6e-07,6e-06,8e-06,1.12386e+00,6,2.20013e+01,2.68490e+01,6.58200e-01,2.07844e+00,8.82012e-01,1.61752e+00,3.69201e-01,1.73187e+00,5.30000e-01,1.64000e+00,2.02106e+01,2.61116e+01,2.16855e+01,2.67234e+01,1.93070e+08,
1e-06,1e-06,6e-07,6e-07,6e-06,1e-05,1.14714e+00,6,2.20681e+01,2.68753e+01,6.34728e-01,2.08852e+00,8.81829e-01,1.63476e+00,3.77896e-01,1.74178e+00,5.20000e-01,1.66000e+00,2.02803e+01,2.61415e+01,2.17678e+01,2.67563e+01,1.73020e+08,
1e-06,1e-06,6e-07,6e-07,8e-06,2e-06,8.16992e-01,6,1.80723e+01,2.51403e+01,8.97018e-01,1.92551e+00,8.13764e-01,1.39841e+00,2.75450e-01,1.68528e+00,6.80000e-01,1.41000e+00,1.66824e+01,2.44451e+01,1.76159e+01,2.49181e+01,4.64159e+08,
1e-06,1e-06,6e-07,6e-07,8e-06,4e-06,9.78023e-01,6,2.05942e+01,2.62749e+01,7.69487e-01,2.00614e+00,8.47382e-01,1.51123e+00,3.18534e-01,1.71284e+00,6.00000e-01,1.54000e+00,1.89425e+01,2.55488e+01,2.02085e+01,2.61107e+01,3.72759e+08,
1e-06,1e-06,6e-07,6e-07,8e-06,6e-06,1.04865e+00,6,2.14375e+01,2.66235e+01,7.11504e-01,2.04205e+00,8.60069e-01,1.56209e+00,3.46256e-01,1.72250e+00,5.70000e-01,1.59000e+00,1.96927e+01,2.58861e+01,2.10786e+01,2.64768e+01,2.99358e+08,
1e-06,1e-06,6e-07,6e-07,8e-06,8e-06,1.08931e+00,6,2.17987e+01,2.67686e+01,6.76279e-01,2.06221e+00,8.65524e-01,1.59193e+00,3.57850e-01,1.72888e+00,5.50000e-01,1.62000e+00,2.00197e+01,2.60292e+01,2.14612e+01,2.66331e+01,2.40410e+08,
1e-06,1e-06,6e-07,6e-07,8e-06,1e-05,1.11649e+00,6,2.19677e+01,2.68357e+01,6.51706e-01,2.07508e+00,8.68149e-01,1.61206e+00,3.66646e-01,1.72855e+00,5.40000e-01,1.64000e+00,2.01777e+01,2.60974e+01,2.16469e+01,2.67079e+01,2.15443e+08,
1e-06,1e-06,6e-07,6e-07,1e-05,2e-06,7.55764e-01,5,1.69469e+01,2.45818e+01,9.22742e-01,1.89594e+00,7.78208e-01,1.35596e+00,2.63724e-01,1.66033e+00,7.20000e-01,1.35000e+00,1.56741e+01,2.39037e+01,1.64461e+01,2.43213e+01,5.17947e+08,
1e-06,1e-06,6e-07,6e-07,1e-05,4e-06,9.31148e-01,6,1.99303e+01,2.59903e+01,7.89696e-01,1.98233e+00,8.20685e-01,1.47806e+00,3.07933e-01,1.71248e+00,6.30000e-01,1.50000e+00,1.83563e+01,2.52757e+01,1.95343e+01,2.58160e+01,4.15956e+08,
1e-06,1e-06,6e-07,6e-07,1e-05,6e-06,1.01192e+00,6,2.10269e+01,2.64555e+01,7.28422e-01,2.02342e+00,8.40239e-01,1.53549e+00,3.26699e-01,1.71729e+00,5.90000e-01,1.56000e+00,1.93265e+01,2.57231e+01,2.06526e+01,2.62995e+01,3.34048e+08,
1e-06,1e-06,6e-07,6e-07,1e-05,8e-06,1.05836e+00,6,2.15338e+01,2.66624e+01,6.91470e-01,2.04693e+00,8.49754e-01,1.56918e+00,3.48887e-01,1.72690e+00,5.70000e-01,1.60000e+00,1.97791e+01,2.59241e+01,2.11795e+01,2.65183e+01,2.68270e+08,
1e-06,1e-06,6e-07,6e-07,1e-05,1e-05,1.08925e+00,6,2.17983e+01,2.67684e+01,6.65833e-01,2.06218e+00,8.55023e-01,1.59189e+00,3.57839e-01,1.72885e+00,5.60000e-01,1.62000e+00,2.00192e+01,2.60289e+01,2.14606e+01,2.66328e+01,2.40410e+08,
1e-06,1e-06,9e-07,9e-07,2e-06,2e-06,1.13423e+00,6,2.10934e+01,2.64829e+01,7.75026e-01,2.09701e+00,1.00919e+00,1.62779e+00,3.62328e-01,1.73066e+00,5.30000e-01,1.67000e+00,1.94511e+01,2.57789e+01,2.07998e+01,2.63612e+01,2.40410e+08,
1e-06,1e-06,9e-07,9e-07,2e-06,4e-06,1.19540e+00,6,2.14344e+01,2.66222e+01,6.75103e-01,2.11933e+00,9.70470e-01,1.67231e+00,3.88187e-01,1.73509e+00,5.00000e-01,1.70000e+00,1.97847e+01,2.59266e+01,2.11769e+01,2.65172e+01,1.38950e+08,
1e-06,1e-06,9e-07,9e-07,2e-06,6e-06,1.22391e+00,6,2.13821e+01,2.66010e+01,6.28058e-01,2.12542e+00,9.51945e-01,1.69161e+00,4.03541e-01,1.74733e+00,4.80000e-01,1.71000e+00,1.97502e+01,2.59114e+01,2.11395e+01,2.65019e+01,1.00000e+08,
1e-06,1e-06,9e-07,9e-07,2e-06,8e-06,1.24192e+00,6,2.12767e+01,2.65581e+01,5.98557e-01,2.12711e+00,9.40461e-01,1.70293e+00,4.24432e-01,1.73865e+00,4.70000e-01,1.72000e+00,1.96588e+01,2.58711e+01,2.10424e+01,2.64619e+01,8.03086e+07,
1e-06,1e-06,9e-07,9e-07,2e-06,1e-05,1.25492e+00,4,2.11720e+01,2.65152e+01,5.77532e-01,2.12710e+00,9.32437e-01,1.71055e+00,4.32882e-01,1.74423e+00,4.60000e-01,1.72000e+00,1.95617e+01,2.58281e+01,2.09429e+01,2.64207e+01,6.44947e+07,
1e-06,1e-06,9e-07,9e-07,4e-06,2e-06,1.04684e+00,6,1.99164e+01,2.59842e+01,8.26124e-01,2.05646e+00,9.72832e-01,1.56308e+00,3.24936e-01,1.72041e+00,5.90000e-01,1.61000e+00,1.83834e+01,2.52885e+01,1.95774e+01,2.58351e+01,3.72759e+08,
1e-06,1e-06,9e-07,9e-07,4e-06,4e-06,1.13380e+00,6,2.10892e+01,2.64812e+01,7.16216e-01,2.09682e+00,9.49952e-01,1.62747e+00,3.62115e-01,1.73046e+00,5.40000e-01,1.67000e+00,1.94481e+01,2.57776e+01,2.07963e+01,2.63597e+01,2.40410e+08,
1e-06,1e-06,9e-07,9e-07,4e-06,6e-06,1.17196e+00,6,2.13707e+01,2.65964e+01,6.65487e-01,2.11192e+00,9.37405e-01,1.65557e+00,3.77259e-01,1.73666e+00,5.20000e-01,1.69000e+00,1.97157e+01,2.58963e+01,2.10997e+01,2.64855e+01,1.73020e+08,
1e-06,1e-06,9e-07,9e-07,4e-06,8e-06,1.19507e+00,6,2.14341e+01,2.66221e+01,6.34048e-01,2.11924e+00,9.29083e-01,1.67208e+00,3.88036e-01,1.73492e+00,5.10000e-01,1.70000e+00,1.97840e+01,2.59263e+01,2.11761e+01,2.65169e+01,1.38950e+08,
1e-06,1e-06,9e-07,9e-07,4e-06,1e-05,1.21124e+00,6,2.14231e+01,2.66176e+01,6.11817e-01,2.12318e+00,9.23028e-01,1.68321e+00,3.96438e-01,1.74246e+00,5.00000e-01,1.70000e+00,1.97819e+01,2.59254e+01,2.11738e+01,2.65160e+01,1.24520e+08,
1e-06,1e-06,9e-07,9e-07,6e-06,2e-06,9.77903e-01,6,1.87434e+01,2.54570e+01,8.63264e-01,2.02368e+00,9.40979e-01,1.51320e+00,2.97310e-01,1.70455e+00,6.30000e-01,1.56000e+00,1.73331e+01,2.47775e+01,1.83745e+01,2.52843e+01,4.15956e+08,
1e-06,1e-06,9e-07,9e-07,6e-06,4e-06,1.08668e+00,6,2.05190e+01,2.62431e+01,7.44483e-01,2.07542e+00,9.31063e-01,1.59244e+00,3.36233e-01,1.71842e+00,5.80000e-01,1.64000e+00,1.89280e+01,2.55421e+01,2.02016e+01,2.61077e+01,2.99358e+08,
1e-06,1e-06,9e-07,9e-07,6e-06,6e-06,1.13370e+00,6,2.10882e+01,2.64808e+01,6.90329e-01,2.09678e+00,9.23964e-01,1.62740e+00,3.62076e-01,1.73041e+00,5.50000e-01,1.67000e+00,1.94472e+01,2.57771e+01,2.07953e+01,2.63593e+01,2.40410e+08,
1e-06,1e-06,9e-07,9e-07,6e-06,8e-06,1.16150e+00,6,2.13137e+01,2.65732e+01,6.57099e-01,2.10809e+00,9.18551e-01,1.64794e+00,3.72813e-01,1.73136e+00,5.30000e-01,1.68000e+00,1.96596e+01,2.58715e+01,2.10364e+01,2.64594e+01,1.93070e+08,
1e-06,1e-06,9e-07,9e-07,6e-06,1e-05,1.18060e+00,6,2.14049e+01,2.66103e+01,6.33757e-01,2.11486e+00,9.14315e-01,1.66180e+00,3.81139e-01,1.74067e+00,5.20000e-01,1.69000e+00,1.97503e+01,2.59115e+01,2.11385e+01,2.65015e+01,1.73020e+08,
1e-06,1e-06,9e-07,9e-07,8e-06,2e-06,9.20075e-01,6,1.77102e+01,2.49644e+01,8.93592e-01,1.99704e+00,9.13420e-01,1.47212e+00,2.83984e-01,1.68156e+00,6.70000e-01,1.52000e+00,1.64007e+01,2.42972e+01,1.73111e+01,2.47665e+01,4.64159e+08,
1e-06,1e-06,9e-07,9e-07,8e-06,4e-06,1.04612e+00,6,1.99049e+01,2.59792e+01,7.67336e-01,2.05611e+00,9.13323e-01,1.56255e+00,3.24473e-01,1.72013e+00,6.00000e-01,1.61000e+00,1.83778e+01,2.52859e+01,1.95704e+01,2.58320e+01,3.72759e+08,
1e-06,1e-06,9e-07,9e-07,8e-06,6e-06,1.10140e+00,6,2.07175e+01,2.63268e+01,7.09904e-01,2.08230e+00,9.11218e-01,1.60337e+00,3.40893e-01,1.72613e+00,5.70000e-01,1.65000e+00,1.91077e+01,2.56242e+01,2.04074e+01,2.61957e+01,2.99358e+08,
1e-06,1e-06,9e-07,9e-07,8e-06,8e-06,1.13364e+00,6,2.10877e+01,2.64806e+01,6.74962e-01,2.09676e+00,9.08542e-01,1.62736e+00,3.62060e-01,1.73038e+00,5.50000e-01,1.66000e+00,1.94465e+01,2.57768e+01,2.07945e+01,2.63590e+01,2.40410e+08,
1e-06,1e-06,9e-07,9e-07,8e-06,1e-05,1.15552e+00,6,2.12738e+01,2.65569e+01,6.50561e-01,2.10578e+00,9.06027e-01,1.64355e+00,3.70380e-01,1.74081e+00,5.40000e-01,1.68000e+00,1.96212e+01,2.58545e+01,2.09930e+01,2.64415e+01,2.15443e+08,
1e-06,1e-06,9e-07,9e-07,1e-05,2e-06,8.71520e-01,5,1.68386e+01,2.45261e+01,9.18944e-01,1.97548e+00,8.90164e-01,1.43799e+00,2.73409e-01,1.67295e+00,7.20000e-01,1.48000e+00,1.56019e+01,2.38636e+01,1.64032e+01,2.42986e+01,5.17947e+08,
1e-06,1e-06,9e-07,9e-07,1e-05,4e-06,1.00960e+00,6,1.92961e+01,2.57094e+01,7.87140e-01,2.03866e+00,8.96585e-01,1.53600e+00,3.04624e-01,1.71154e+00,6.30000e-01,1.59000e+00,1.78366e+01,2.50263e+01,1.89498e+01,2.55521e+01,4.15956e+08,
1e-06,1e-06,9e-07,9e-07,1e-05,6e-06,1.07258e+00,6,2.03154e+01,2.61565e+01,7.26544e-01,2.06875e+00,8.99018e-01,1.58201e+00,3.31956e-01,1.72284e+00,5.90000e-01,1.63000e+00,1.87451e+01,2.54578e+01,1.99919e+01,2.60171e+01,3.34048e+08,
1e-06,1e-06,9e-07,9e-07,1e-05,8e-06,1.10906e+00,6,2.08142e+01,2.63672e+01,6.89942e-01,2.08582e+00,8.98923e-01,1.60907e+00,3.43434e-01,1.72998e+00,5.70000e-01,1.65000e+00,1.91954e+01,2.56640e+01,2.05079e+01,2.62384e+01,2.68270e+08,
1e-06,1e-06,9e-07,9e-07,1e-05,1e-05,1.13360e+00,6,2.10872e+01,2.64804e+01,6.64516e-01,2.09674e+00,8.98051e-01,1.62732e+00,3.62049e-01,1.73035e+00,5.50000e-01,1.66000e+00,1.94460e+01,2.57766e+01,2.07939e+01,2.63587e+01,2.40410e+08,
1e-06,1e-06,1.2e-06,1.2e-06,2e-06,2e-06,1.16074e+00,6,2.05872e+01,2.62719e+01,7.74246e-01,2.11710e+00,1.03492e+00,1.64841e+00,3.55067e-01,1.72674e+00,5.30000e-01,1.69000e+00,1.90393e+01,2.55930e+01,2.03197e+01,2.61583e+01,2.40410e+08,
1e-06,1e-06,1.2e-06,1.2e-06,2e-06,4e-06,1.21467e+00,6,2.09976e+01,2.64434e+01,6.74549e-01,2.13313e+00,9.89191e-01,1.68652e+00,3.90266e-01,1.74165e+00,5.00000e-01,1.72000e+00,1.94272e+01,2.57682e+01,2.07565e+01,2.63431e+01,1.38950e+08,
1e-06,1e-06,1.2e-06,1.2e-06,2e-06,6e-06,1.24055e+00,6,2.09925e+01,2.64413e+01,6.27582e-01,2.13645e+00,9.68109e-01,1.70301e+00,4.05306e-01,1.73669e+00,4.80000e-01,1.73000e+00,1.94252e+01,2.57673e+01,2.07619e+01,2.63454e+01,1.00000e+08,
1e-06,1e-06,1.2e-06,1.2e-06,2e-06,8e-06,1.25717e+00,6,2.09210e+01,2.64116e+01,5.98122e-01,2.13648e+00,9.55272e-01,1.71266e+00,4.16127e-01,1.74424e+00,4.70000e-01,1.73000e+00,1.93555e+01,2.57361e+01,2.06961e+01,2.63178e+01,8.03086e+07,
1e-06,1e-06,1.2e-06,1.2e-06,2e-06,1e-05,1.26930e+00,4,2.08430e+01,2.63792e+01,5.77122e-01,2.13535e+00,9.46407e-01,1.71914e+00,4.34571e-01,1.74914e+00,4.60000e-01,1.74000e+00,1.92741e+01,2.56995e+01,2.06215e+01,2.62864e+01,6.44947e+07,
1e-06,1e-06,1.2e-06,1.2e-06,4e-06,2e-06,1.08627e+00,6,1.93807e+01,2.57474e+01,8.24906e-01,2.08564e+00,1.01105e+00,1.59304e+00,3.18784e-01,1.72108e+00,5.90000e-01,1.65000e+00,1.79402e+01,2.50765e+01,1.90774e+01,2.56104e+01,3.72759e+08,
1e-06,1e-06,1.2e-06,1.2e-06,4e-06,4e-06,1.16037e+00,6,2.05827e+01,2.62701e+01,7.15433e-01,2.11696e+00,9.75743e-01,1.64814e+00,3.54845e-01,1.72655e+00,5.40000e-01,1.69000e+00,1.90359e+01,2.55915e+01,2.03159e+01,2.61567e+01,2.40410e+08,
1e-06,1e-06,1.2e-06,1.2e-06,4e-06,6e-06,1.19377e+00,6,2.09022e+01,2.64038e+01,6.64855e-01,2.12810e+00,9.58586e-01,1.67219e+00,3.79627e-01,1.74390e+00,5.20000e-01,1.71000e+00,1.93346e+01,2.57267e+01,2.06514e+01,2.62990e+01,1.73020e+08,
1e-06,1e-06,1.2e-06,1.2e-06,4e-06,8e-06,1.21437e+00,6,2.09969e+01,2.64431e+01,6.33494e-01,2.13307e+00,9.47836e-01,1.68632e+00,3.90117e-01,1.74151e+00,5.10000e-01,1.72000e+00,1.94262e+01,2.57678e+01,2.07554e+01,2.63426e+01,1.38950e+08,
1e-06,1e-06,1.2e-06,1.2e-06,4e-06,1e-05,1.22898e+00,6,2.10116e+01,2.64492e+01,6.11309e-01,2.13542e+00,9.40268e-01,1.69584e+00,3.98336e-01,1.74800e+00,5.00000e-01,1.72000e+00,1.94421e+01,2.57749e+01,2.07763e+01,2.63513e+01,1.24520e+08,
