w1,w2,w3,w4,w5,w6,op_vout,op_satlist,op_gain,op_gain_db,op_inmin,op_inmax,op_outmin,op_outmax,dc_outmin,dc_outmax,dc_inmin,dc_inmax,tran_gain,tran_gain_db,ac_gain,ac_gain_db,ac_GBP,
7e-06,7e-06,1.5e-06,1.5e-06,8e-06,2e-06,1.01214e+00,6,2.46397e+01,2.78327e+01,7.55275e-01,1.99997e+00,8.67152e-01,1.53876e+00,3.72574e-01,1.73416e+00,5.10000e-01,1.52000e+00,2.23259e+01,2.69762e+01,2.41893e+01,2.76725e+01,1.00000e+09,
7e-06,7e-06,1.5e-06,1.5e-06,8e-06,4e-06,1.11068e+00,6,2.43651e+01,2.77354e+01,6.58139e-01,2.04957e+00,8.68688e-01,1.61162e+00,4.01393e-01,1.74173e+00,4.80000e-01,1.60000e+00,2.21395e+01,2.69033e+01,2.40039e+01,2.76056e+01,5.77969e+08,
7e-06,7e-06,1.5e-06,1.5e-06,1e-05,2e-06,9.70478e-01,6,2.45449e+01,2.77992e+01,7.68816e-01,1.97729e+00,8.38970e-01,1.50864e+00,3.63005e-01,1.73276e+00,5.30000e-01,1.49000e+00,2.22152e+01,2.69330e+01,2.40653e+01,2.76278e+01,1.11588e+09,
7e-06,7e-06,1.5e-06,1.5e-06,1e-05,4e-06,1.08328e+00,6,2.45228e+01,2.77914e+01,6.69722e-01,2.03668e+00,8.52845e-01,1.59117e+00,3.92210e-01,1.74480e+00,4.90000e-01,1.58000e+00,2.22610e+01,2.69509e+01,2.41350e+01,2.76529e+01,7.19686e+08,
7e-06,7e-06,1.5e-06,1.5e-06,1e-05,6e-06,1.13066e+00,6,2.42045e+01,2.76779e+01,6.22977e-01,2.05824e+00,8.53525e-01,1.62655e+00,4.08863e-01,1.74809e+00,4.80000e-01,1.61000e+00,2.20132e+01,2.68537e+01,2.38629e+01,2.75544e+01,5.17947e+08,
7e-06,7e-06,1.5e-06,1.5e-06,1e-05,8e-06,1.15856e+00,4,2.39135e+01,2.75729e+01,5.93630e-01,2.06891e+00,8.52104e-01,1.64726e+00,4.20601e-01,1.74527e+00,4.60000e-01,1.62000e+00,2.17820e+01,2.67619e+01,2.35989e+01,2.74578e+01,3.72759e+08,
7e-06,7e-06,1.5e-06,1.5e-06,1e-05,1e-05,1.17769e+00,4,2.36709e+01,2.74843e+01,5.72703e-01,2.07494e+00,8.50329e-01,1.66122e+00,4.29681e-01,1.75148e+00,4.50000e-01,1.64000e+00,2.15865e+01,2.66836e+01,2.33739e+01,2.73746e+01,2.99358e+08,
7e-06,7e-06,1.8e-06,1.8e-06,2e-06,2e-06,1.19221e+00,4,2.33895e+01,2.73804e+01,6.82915e-01,2.08495e+00,9.75062e-01,1.67181e+00,4.31075e-01,1.74343e+00,4.40000e-01,1.65000e+00,2.13544e+01,2.65898e+01,2.31068e+01,2.72748e+01,2.99358e+08,
7e-06,7e-06,1.8e-06,1.8e-06,2e-06,4e-06,1.23888e+00,4,2.26865e+01,2.71154e+01,5.92570e-01,2.09026e+00,9.31414e-01,1.70266e+00,4.59222e-01,1.74534e+00,4.10000e-01,1.67000e+00,2.07528e+01,2.63415e+01,2.24370e+01,2.70193e+01,1.73020e+08,
7e-06,7e-06,1.8e-06,1.8e-06,2e-06,6e-06,1.26202e+00,4,2.23446e+01,2.69835e+01,5.49134e-01,2.08815e+00,9.11137e-01,1.71590e+00,4.75608e-01,1.75361e+00,4.00000e-01,1.68000e+00,2.04231e+01,2.62024e+01,2.21061e+01,2.68902e+01,1.11588e+08,
7e-06,7e-06,1.8e-06,1.8e-06,2e-06,8e-06,1.27720e+00,4,2.21444e+01,2.69053e+01,5.21621e-01,2.08486e+00,8.98801e-01,1.72361e+00,4.87147e-01,1.75848e+00,3.90000e-01,1.68000e+00,2.02036e+01,2.61086e+01,2.19109e+01,2.68132e+01,8.96151e+07,
7e-06,7e-06,1.8e-06,1.8e-06,2e-06,1e-05,1.28841e+00,4,2.20135e+01,2.68538e+01,5.01904e-01,2.08146e+00,8.90304e-01,1.72876e+00,4.96033e-01,1.76176e+00,3.80000e-01,1.69000e+00,2.00397e+01,2.60378e+01,2.17826e+01,2.67622e+01,7.19686e+07,
7e-06,7e-06,1.8e-06,1.8e-06,4e-06,2e-06,1.13041e+00,6,2.40638e+01,2.76273e+01,7.16736e-01,2.06406e+00,9.47013e-01,1.62656e+00,4.02877e-01,1.74672e+00,4.70000e-01,1.62000e+00,2.18899e+01,2.68049e+01,2.37231e+01,2.75034e+01,5.77969e+08,
7e-06,7e-06,1.8e-06,1.8e-06,4e-06,4e-06,1.19196e+00,4,2.33929e+01,2.73817e+01,6.23995e-01,2.08490e+00,9.15894e-01,1.67164e+00,4.30945e-01,1.74334e+00,4.50000e-01,1.65000e+00,2.13572e+01,2.65909e+01,2.31099e+01,2.72760e+01,2.99358e+08,
7e-06,7e-06,1.8e-06,1.8e-06,4e-06,6e-06,1.22051e+00,4,2.29704e+01,2.72234e+01,5.79594e-01,2.08957e+00,9.00061e-01,1.69107e+00,4.47375e-01,1.75326e+00,4.30000e-01,1.66000e+00,2.10036e+01,2.64459e+01,2.27091e+01,2.71240e+01,2.15443e+08,
7e-06,7e-06,1.8e-06,1.8e-06,4e-06,8e-06,1.23853e+00,4,2.26919e+01,2.71174e+01,5.51515e-01,2.09026e+00,8.90011e-01,1.70245e+00,4.59010e-01,1.74521e+00,4.20000e-01,1.67000e+00,2.07574e+01,2.63435e+01,2.24418e+01,2.70211e+01,1.73020e+08,
7e-06,7e-06,1.8e-06,1.8e-06,4e-06,1e-05,1.25152e+00,4,2.24957e+01,2.70420e+01,5.31406e-01,2.08953e+00,8.82900e-01,1.71010e+00,4.68004e-01,1.75000e+00,4.10000e-01,1.68000e+00,2.05735e+01,2.62662e+01,2.22523e+01,2.69475e+01,1.38950e+08,
7e-06,7e-06,1.8e-06,1.8e-06,6e-06,2e-06,1.08295e+00,6,2.43075e+01,2.77148e+01,7.38162e-01,2.04218e+00,9.20917e-01,1.59105e+00,3.86391e-01,1.74266e+00,4.90000e-01,1.58000e+00,2.20721e+01,2.68769e+01,2.39204e+01,2.75754e+01,8.03086e+08,
7e-06,7e-06,1.8e-06,1.8e-06,6e-06,4e-06,1.15831e+00,6,2.38090e+01,2.75348e+01,6.43307e-01,2.07493e+00,9.01522e-01,1.64730e+00,4.14488e-01,1.74423e+00,4.70000e-01,1.63000e+00,2.16910e+01,2.67256e+01,2.34956e+01,2.74197e+01,4.64159e+08,
7e-06,7e-06,1.8e-06,1.8e-06,6e-06,6e-06,1.19185e+00,4,2.33947e+01,2.73823e+01,5.98112e-01,2.08487e+00,8.89894e-01,1.67155e+00,4.30892e-01,1.74329e+00,4.50000e-01,1.65000e+00,2.13583e+01,2.65913e+01,2.31113e+01,2.72765e+01,2.99358e+08,
7e-06,7e-06,1.8e-06,1.8e-06,6e-06,8e-06,1.21248e+00,4,2.30932e+01,2.72697e+01,5.69591e-01,2.08867e+00,8.82027e-01,1.68576e+00,4.42525e-01,1.75060e+00,4.40000e-01,1.66000e+00,2.11082e+01,2.64890e+01,2.28260e+01,2.71686e+01,2.40410e+08,
7e-06,7e-06,1.8e-06,1.8e-06,6e-06,1e-05,1.22711e+00,4,2.28684e+01,2.71847e+01,5.49191e-01,2.09005e+00,8.76262e-01,1.69533e+00,4.51537e-01,1.74072e+00,4.30000e-01,1.67000e+00,2.09148e+01,2.64091e+01,2.26112e+01,2.70865e+01,1.93070e+08,
7e-06,7e-06,1.8e-06,1.8e-06,8e-06,2e-06,1.04193e+00,6,2.43505e+01,2.77302e+01,7.54427e-01,2.02125e+00,8.96098e-01,1.56062e+00,3.74582e-01,1.74063e+00,5.10000e-01,1.55000e+00,2.20896e+01,2.68838e+01,2.39264e+01,2.75775e+01,1.00000e+09,
7e-06,7e-06,1.8e-06,1.8e-06,8e-06,4e-06,1.13034e+00,6,2.40643e+01,2.76275e+01,6.57592e-01,2.06403e+00,8.87802e-01,1.62651e+00,4.02842e-01,1.74670e+00,4.80000e-01,1.62000e+00,2.18904e+01,2.68051e+01,2.37237e+01,2.75036e+01,5.77969e+08,
7e-06,7e-06,1.8e-06,1.8e-06,8e-06,8e-06,1.19176e+00,4,2.33958e+01,2.73828e+01,5.82755e-01,2.08485e+00,8.74446e-01,1.67149e+00,4.30853e-01,1.74326e+00,4.50000e-01,1.65000e+00,2.13592e+01,2.65917e+01,2.31122e+01,2.72768e+01,2.99358e+08,
7e-06,7e-06,1.8e-06,1.8e-06,8e-06,1e-05,1.20793e+00,4,2.31618e+01,2.72955e+01,5.62101e-01,2.08801e+00,8.69980e-01,1.68269e+00,4.39861e-01,1.74904e+00,4.40000e-01,1.66000e+00,2.11657e+01,2.65127e+01,2.28910e+01,2.71933e+01,2.68270e+08,
7e-06,7e-06,1.8e-06,1.8e-06,1e-05,2e-06,1.00482e+00,6,2.42791e+01,2.77046e+01,7.67825e-01,2.00145e+00,8.72325e-01,1.53345e+00,3.65281e-01,1.72807e+00,5.20000e-01,1.53000e+00,2.20091e+01,2.68520e+01,2.38256e+01,2.75409e+01,1.11588e+09,
7e-06,7e-06,2.1e-06,2.1e-06,2e-06,2e-06,1.20330e+00,4,2.31614e+01,2.72953e+01,6.82610e-01,2.09254e+00,9.85844e-01,1.67965e+00,4.32022e-01,1.74692e+00,4.40000e-01,1.66000e+00,2.11646e+01,2.65122e+01,2.28885e+01,2.71923e+01,2.99358e+08,
7e-06,7e-06,2.1e-06,2.1e-06,2e-06,4e-06,1.24768e+00,4,2.24966e+01,2.70424e+01,5.92328e-01,2.09539e+00,9.39975e-01,1.70801e+00,4.60010e-01,1.74834e+00,4.10000e-01,1.68000e+00,2.05851e+01,2.62711e+01,2.22526e+01,2.69476e+01,1.73020e+08,
7e-06,7e-06,2.1e-06,2.1e-06,2e-06,6e-06,1.27000e+00,4,2.21781e+01,2.69185e+01,5.48916e-01,2.09220e+00,9.18892e-01,1.72016e+00,4.76322e-01,1.75604e+00,4.00000e-01,1.69000e+00,2.02662e+01,2.61355e+01,2.19432e+01,2.68260e+01,1.11588e+08,
7e-06,7e-06,2.1e-06,2.1e-06,2e-06,8e-06,1.28473e+00,4,2.19941e+01,2.68461e+01,5.21416e-01,2.08827e+00,9.06133e-01,1.72721e+00,4.87815e-01,1.76057e+00,3.90000e-01,1.69000e+00,2.00527e+01,2.60434e+01,2.17633e+01,2.67545e+01,8.96151e+07,
7e-06,7e-06,2.1e-06,2.1e-06,2e-06,1e-05,1.29568e+00,4,2.18753e+01,2.67991e+01,5.01706e-01,2.08443e+00,8.97370e-01,1.73192e+00,4.96667e-01,1.74518e+00,3.80000e-01,1.69000e+00,1.98922e+01,2.59737e+01,2.16465e+01,2.67078e+01,7.19686e+07,
7e-06,7e-06,2.1e-06,2.1e-06,4e-06,2e-06,1.14566e+00,6,2.38063e+01,2.75338e+01,7.16313e-01,2.07520e+00,9.61844e-01,1.63802e+00,4.04070e-01,1.73859e+00,4.70000e-01,1.63000e+00,2.16781e+01,2.67204e+01,2.34816e+01,2.74145e+01,5.77969e+08,
7e-06,7e-06,2.1e-06,2.1e-06,4e-06,4e-06,1.20307e+00,4,2.31647e+01,2.72965e+01,6.23689e-01,2.09249e+00,9.26690e-01,1.67949e+00,4.31892e-01,1.74683e+00,4.50000e-01,1.66000e+00,2.11672e+01,2.65133e+01,2.28915e+01,2.71935e+01,2.99358e+08,
7e-06,7e-06,2.1e-06,2.1e-06,4e-06,6e-06,1.23012e+00,4,2.27639e+01,2.71450e+01,5.79330e-01,2.09563e+00,9.09402e-01,1.69736e+00,4.48224e-01,1.74156e+00,4.30000e-01,1.67000e+00,2.08270e+01,2.63725e+01,2.25097e+01,2.70474e+01,2.15443e+08,
7e-06,7e-06,2.1e-06,2.1e-06,4e-06,8e-06,1.24735e+00,4,2.25017e+01,2.70443e+01,5.51273e-01,2.09541e+00,8.98586e-01,1.70782e+00,4.59798e-01,1.74821e+00,4.20000e-01,1.68000e+00,2.05895e+01,2.62729e+01,2.22571e+01,2.69494e+01,1.73020e+08,
7e-06,7e-06,2.1e-06,2.1e-06,4e-06,1e-05,1.25984e+00,4,2.23183e+01,2.69732e+01,5.31178e-01,2.09406e+00,8.90997e-01,1.71484e+00,4.68751e-01,1.75264e+00,4.10000e-01,1.68000e+00,2.04119e+01,2.61977e+01,2.20793e+01,2.68797e+01,1.38950e+08,
7e-06,7e-06,2.1e-06,2.1e-06,6e-06,2e-06,1.10206e+00,6,2.40425e+01,2.76196e+01,7.37627e-01,2.05613e+00,9.39498e-01,1.60538e+00,3.87805e-01,1.73533e+00,4.90000e-01,1.60000e+00,2.18529e+01,2.67902e+01,2.36752e+01,2.74859e+01,8.03086e+08,
7e-06,7e-06,2.1e-06,2.1e-06,6e-06,4e-06,1.17154e+00,6,2.35619e+01,2.74442e+01,6.42942e-01,2.08444e+00,9.14386e-01,1.65711e+00,4.15564e-01,1.74792e+00,4.70000e-01,1.65000e+00,2.14876e+01,2.66438e+01,2.32617e+01,2.73328e+01,4.64159e+08,
7e-06,7e-06,2.1e-06,2.1e-06,6e-06,6e-06,1.20295e+00,4,2.31663e+01,2.72971e+01,5.97805e-01,2.09247e+00,9.00694e-01,1.67941e+00,4.31839e-01,1.74679e+00,4.50000e-01,1.66000e+00,2.11683e+01,2.65137e+01,2.28927e+01,2.71940e+01,2.99358e+08,
7e-06,7e-06,2.1e-06,2.1e-06,6e-06,8e-06,1.22248e+00,4,2.28801e+01,2.71892e+01,5.69316e-01,2.09515e+00,8.91748e-01,1.69248e+00,4.43400e-01,1.75350e+00,4.40000e-01,1.67000e+00,2.09276e+01,2.64144e+01,2.26207e+01,2.70901e+01,2.40410e+08,
7e-06,7e-06,2.1e-06,2.1e-06,6e-06,1e-05,1.23641e+00,4,2.26677e+01,2.71081e+01,5.48936e-01,2.09576e+00,8.85309e-01,1.70128e+00,4.52363e-01,1.74406e+00,4.30000e-01,1.68000e+00,2.07413e+01,2.63367e+01,2.24169e+01,2.70115e+01,1.93070e+08,
7e-06,7e-06,2.1e-06,2.1e-06,8e-06,2e-06,1.06467e+00,6,2.40887e+01,2.76363e+01,7.53784e-01,2.03763e+00,9.18197e-01,1.57744e+00,3.76211e-01,1.73418e+00,5.10000e-01,1.58000e+00,2.18737e+01,2.67984e+01,2.36863e+01,2.74900e+01,1.00000e+09,
7e-06,7e-06,2.1e-06,2.1e-06,8e-06,4e-06,1.14560e+00,6,2.38067e+01,2.75340e+01,6.57168e-01,2.07518e+00,9.02638e-01,1.63798e+00,4.04035e-01,1.73856e+00,4.80000e-01,1.63000e+00,2.16785e+01,2.67206e+01,2.34821e+01,2.74147e+01,5.77969e+08,
7e-06,7e-06,2.1e-06,2.1e-06,8e-06,6e-06,1.18116e+00,4,2.34513e+01,2.74034e+01,6.11321e-01,2.08732e+00,8.92399e-01,1.66407e+00,4.20270e-01,1.73853e+00,4.60000e-01,1.65000e+00,2.13996e+01,2.66081e+01,2.31595e+01,2.72946e+01,4.15956e+08,
7e-06,7e-06,2.1e-06,2.1e-06,8e-06,8e-06,1.20287e+00,4,2.31674e+01,2.72975e+01,5.82449e-01,2.09245e+00,8.85252e-01,1.67936e+00,4.31801e-01,1.74675e+00,4.50000e-01,1.66000e+00,2.11691e+01,2.65141e+01,2.28936e+01,2.71943e+01,2.99358e+08,
7e-06,7e-06,2.1e-06,2.1e-06,8e-06,1e-05,1.21815e+00,4,2.29446e+01,2.72136e+01,5.61820e-01,2.09473e+00,8.79921e-01,1.68965e+00,4.40751e-01,1.75207e+00,4.40000e-01,1.67000e+00,2.09831e+01,2.64374e+01,2.26821e+01,2.71137e+01,2.68270e+08,
7e-06,7e-06,2.1e-06,2.1e-06,1e-05,2e-06,1.03098e+00,6,2.40279e+01,2.76143e+01,7.67077e-01,2.02002e+00,8.97730e-01,1.55253e+00,3.67118e-01,1.73409e+00,5.20000e-01,1.55000e+00,2.18059e+01,2.67715e+01,2.35970e+01,2.74571e+01,1.11588e+09,
7e-06,7e-06,2.1e-06,2.1e-06,1e-05,4e-06,1.12283e+00,6,2.39565e+01,2.75885e+01,6.68618e-01,2.06565e+00,8.91286e-01,1.62096e+00,3.95109e-01,1.74283e+00,4.90000e-01,1.62000e+00,2.17917e+01,2.67658e+01,2.36097e+01,2.74618e+01,7.19686e+08,
7e-06,7e-06,2.1e-06,2.1e-06,1e-05,6e-06,1.16240e+00,6,2.36572e+01,2.74793e+01,6.22097e-01,2.08141e+00,8.84389e-01,1.65042e+00,4.11330e-01,1.74473e+00,4.80000e-01,1.64000e+00,2.15624e+01,2.66739e+01,2.33483e+01,2.73651e+01,4.64159e+08,
7e-06,7e-06,2.1e-06,2.1e-06,1e-05,8e-06,1.18620e+00,4,2.33895e+01,2.73804e+01,5.92866e-01,2.08869e+00,8.78990e-01,1.66768e+00,4.22837e-01,1.74051e+00,4.60000e-01,1.65000e+00,2.13498e+01,2.65879e+01,2.31019e+01,2.72729e+01,3.72759e+08,
7e-06,7e-06,2.1e-06,2.1e-06,1e-05,1e-05,1.20280e+00,4,2.31685e+01,2.72980e+01,5.72010e-01,2.09244e+00,8.74743e-01,1.67931e+00,4.31769e-01,1.74673e+00,4.50000e-01,1.66000e+00,2.11698e+01,2.65143e+01,2.28945e+01,2.71946e+01,2.99358e+08,
7e-06,7e-06,2.4e-06,2.4e-06,2e-06,2e-06,1.21244e+00,4,2.29675e+01,2.72223e+01,6.82358e-01,2.09859e+00,9.94737e-01,1.68592e+00,4.32831e-01,1.74969e+00,4.40000e-01,1.67000e+00,2.10019e+01,2.64452e+01,2.27021e+01,2.71213e+01,2.99358e+08,
7e-06,7e-06,2.4e-06,2.4e-06,2e-06,4e-06,1.25508e+00,4,2.23380e+01,2.69809e+01,5.92127e-01,2.09947e+00,9.47172e-01,1.71228e+00,4.60684e-01,1.75074e+00,4.10000e-01,1.69000e+00,2.04419e+01,2.62104e+01,2.20980e+01,2.68871e+01,1.73020e+08,
7e-06,7e-06,2.4e-06,2.4e-06,2e-06,6e-06,1.27676e+00,4,2.20398e+01,2.68642e+01,5.48731e-01,2.09541e+00,9.25470e-01,1.72354e+00,4.76933e-01,1.75800e+00,4.00000e-01,1.69000e+00,2.01320e+01,2.60777e+01,2.18077e+01,2.67722e+01,1.11588e+08,
7e-06,7e-06,2.4e-06,2.4e-06,2e-06,8e-06,1.29116e+00,4,2.18701e+01,2.67970e+01,5.21241e-01,2.09096e+00,9.12387e-01,1.73007e+00,4.88385e-01,1.74307e+00,3.90000e-01,1.70000e+00,1.99231e+01,2.59871e+01,2.16413e+01,2.67057e+01,8.96151e+07,
7e-06,7e-06,2.4e-06,2.4e-06,2e-06,1e-05,1.30190e+00,4,2.17619e+01,2.67539e+01,5.01538e-01,2.08676e+00,9.03424e-01,1.73441e+00,4.97208e-01,1.74731e+00,3.80000e-01,1.70000e+00,1.97651e+01,2.59180e+01,2.15346e+01,2.66627e+01,7.19686e+07,
7e-06,7e-06,2.4e-06,2.4e-06,4e-06,2e-06,1.15799e+00,6,2.35827e+01,2.74519e+01,7.15973e-01,2.08412e+00,9.73830e-01,1.64720e+00,4.05082e-01,1.74219e+00,4.70000e-01,1.64000e+00,2.14948e+01,2.66467e+01,2.32708e+01,2.73362e+01,5.77969e+08,
7e-06,7e-06,2.4e-06,2.4e-06,4e-06,4e-06,1.21222e+00,4,2.29706e+01,2.72234e+01,6.23437e-01,2.09856e+00,9.35593e-01,1.68577e+00,4.32702e-01,1.74961e+00,4.50000e-01,1.67000e+00,2.10044e+01,2.64462e+01,2.27049e+01,2.71224e+01,2.99358e+08,
7e-06,7e-06,2.4e-06,2.4e-06,4e-06,6e-06,1.23812e+00,4,2.25900e+01,2.70783e+01,5.79110e-01,2.10046e+00,9.17191e-01,1.70239e+00,4.48949e-01,1.74440e+00,4.30000e-01,1.68000e+00,2.06760e+01,2.63093e+01,2.23412e+01,2.69821e+01,2.15443e+08,
7e-06,7e-06,2.4e-06,2.4e-06,4e-06,8e-06,1.25475e+00,4,2.23424e+01,2.69826e+01,5.51070e-01,2.09951e+00,9.05790e-01,1.71210e+00,4.60473e-01,1.75062e+00,4.20000e-01,1.69000e+00,2.04462e+01,2.62122e+01,2.21020e+01,2.68886e+01,1.73020e+08,
7e-06,7e-06,2.4e-06,2.4e-06,4e-06,1e-05,1.26687e+00,4,2.21705e+01,2.69155e+01,5.30986e-01,2.09766e+00,8.97835e-01,1.71861e+00,4.69390e-01,1.75480e+00,4.10000e-01,1.69000e+00,2.02738e+01,2.61387e+01,2.19349e+01,2.68227e+01,1.38950e+08,
7e-06,7e-06,2.4e-06,2.4e-06,6e-06,2e-06,1.11735e+00,6,2.38084e+01,2.75346e+01,7.37202e-01,2.06729e+00,9.54355e-01,1.61685e+00,3.88998e-01,1.73943e+00,4.90000e-01,1.62000e+00,2.16605e+01,2.67134e+01,2.34573e+01,2.74055e+01,8.03086e+08,
7e-06,7e-06,2.4e-06,2.4e-06,6e-06,4e-06,1.18232e+00,6,2.33494e+01,2.73655e+01,6.42645e-01,2.09205e+00,9.24871e-01,1.66495e+00,4.16481e-01,1.73829e+00,4.70000e-01,1.66000e+00,2.13126e+01,2.65727e+01,2.30596e+01,2.72570e+01,4.64159e+08,
7e-06,7e-06,2.4e-06,2.4e-06,6e-06,6e-06,1.21211e+00,4,2.29721e+01,2.72240e+01,5.97554e-01,2.09855e+00,9.09602e-01,1.68570e+00,4.32649e-01,1.74957e+00,4.50000e-01,1.67000e+00,2.10055e+01,2.64467e+01,2.27062e+01,2.71229e+01,2.99358e+08,
7e-06,7e-06,2.4e-06,2.4e-06,6e-06,8e-06,1.23079e+00,4,2.27001e+01,2.71206e+01,5.69089e-01,2.10032e+00,8.99828e-01,1.69785e+00,4.44148e-01,1.74147e+00,4.40000e-01,1.68000e+00,2.07733e+01,2.63501e+01,2.24467e+01,2.70231e+01,2.40410e+08,
7e-06,7e-06,2.4e-06,2.4e-06,6e-06,1e-05,1.24419e+00,4,2.24989e+01,2.70432e+01,5.48723e-01,2.10032e+00,8.92873e-01,1.70603e+00,4.53069e-01,1.74674e+00,4.30000e-01,1.68000e+00,2.05932e+01,2.62745e+01,2.22532e+01,2.69478e+01,1.93070e+08,
7e-06,7e-06,2.4e-06,2.4e-06,8e-06,2e-06,1.08275e+00,6,2.38530e+01,2.75509e+01,7.53277e-01,2.05074e+00,9.35766e-01,1.59090e+00,3.77577e-01,1.73862e+00,5.10000e-01,1.60000e+00,2.16797e+01,2.67211e+01,2.34690e+01,2.74099e+01,1.00000e+09,
7e-06,7e-06,2.4e-06,2.4e-06,8e-06,4e-06,1.15793e+00,6,2.35832e+01,2.74521e+01,6.56828e-01,2.08410e+00,9.14628e-01,1.64716e+00,4.05048e-01,1.74217e+00,4.80000e-01,1.64000e+00,2.14952e+01,2.66468e+01,2.32712e+01,2.73364e+01,5.77969e+08,
7e-06,7e-06,2.4e-06,2.4e-06,8e-06,6e-06,1.19142e+00,4,2.32438e+01,2.73261e+01,6.11039e-01,2.09445e+00,9.02369e-01,1.67143e+00,4.21152e-01,1.74190e+00,4.60000e-01,1.66000e+00,2.12281e+01,2.65382e+01,2.29616e+01,2.72200e+01,4.15956e+08,
7e-06,7e-06,2.4e-06,2.4e-06,8e-06,8e-06,1.21203e+00,4,2.29732e+01,2.72244e+01,5.82198e-01,2.09853e+00,8.94165e-01,1.68565e+00,4.32611e-01,1.74954e+00,4.50000e-01,1.67000e+00,2.10063e+01,2.64470e+01,2.27070e+01,2.71232e+01,2.99358e+08,
7e-06,7e-06,2.4e-06,2.4e-06,8e-06,1e-05,1.22664e+00,4,2.27618e+01,2.71441e+01,5.61587e-01,2.10010e+00,8.88179e-01,1.69523e+00,4.41513e-01,1.73976e+00,4.40000e-01,1.68000e+00,2.08268e+01,2.63724e+01,2.25057e+01,2.70458e+01,2.68270e+08,
7e-06,7e-06,2.4e-06,2.4e-06,1e-05,2e-06,1.05170e+00,6,2.37964e+01,2.75302e+01,7.66488e-01,2.03487e+00,9.17868e-01,1.56777e+00,3.68655e-01,1.73876e+00,5.20000e-01,1.57000e+00,2.16166e+01,2.66957e+01,2.33849e+01,2.73787e+01,1.11588e+09,
7e-06,7e-06,2.4e-06,2.4e-06,1e-05,4e-06,1.13666e+00,6,2.37263e+01,2.75046e+01,6.68235e-01,2.07573e+00,9.04729e-01,1.63133e+00,3.96213e-01,1.74636e+00,4.90000e-01,1.63000e+00,2.16028e+01,2.66902e+01,2.33941e+01,2.73821e+01,7.19686e+08,
7e-06,7e-06,2.4e-06,2.4e-06,1e-05,6e-06,1.17371e+00,6,2.34404e+01,2.73993e+01,6.21785e-01,2.08947e+00,8.95384e-01,1.65873e+00,4.12279e-01,1.74788e+00,4.80000e-01,1.65000e+00,2.13842e+01,2.66019e+01,2.31427e+01,2.72883e+01,4.64159e+08,
7e-06,7e-06,2.4e-06,2.4e-06,1e-05,8e-06,1.19619e+00,4,2.31848e+01,2.73041e+01,5.92592e-01,2.09558e+00,8.88701e-01,1.67478e+00,4.23702e-01,1.74373e+00,4.60000e-01,1.66000e+00,2.11802e+01,2.65186e+01,2.29063e+01,2.71991e+01,3.72759e+08,
7e-06,7e-06,2.4e-06,2.4e-06,1e-05,1e-05,1.21196e+00,4,2.29742e+01,2.72248e+01,5.71759e-01,2.09852e+00,8.83658e-01,1.68560e+00,4.32579e-01,1.74951e+00,4.50000e-01,1.67000e+00,2.10070e+01,2.64473e+01,2.27078e+01,2.71235e+01,2.99358e+08,
7e-06,7e-06,2.7e-06,2.7e-06,2e-06,2e-06,1.22019e+00,4,2.27997e+01,2.71586e+01,6.82146e-01,2.10357e+00,1.00227e+00,1.69108e+00,4.33536e-01,1.75197e+00,4.40000e-01,1.68000e+00,2.08601e+01,2.63863e+01,2.25404e+01,2.70592e+01,2.99358e+08,
7e-06,7e-06,2.7e-06,2.7e-06,2e-06,4e-06,1.26144e+00,4,2.22021e+01,2.69279e+01,5.91952e-01,2.10281e+00,9.53358e-01,1.71578e+00,4.61273e-01,1.75272e+00,4.10000e-01,1.69000e+00,2.03172e+01,2.61573e+01,2.19654e+01,2.68348e+01,1.55052e+08,
7e-06,7e-06,2.7e-06,2.7e-06,2e-06,6e-06,1.28262e+00,4,2.19227e+01,2.68179e+01,5.48572e-01,2.09803e+00,9.31172e-01,1.72631e+00,4.77466e-01,1.75962e+00,4.00000e-01,1.70000e+00,2.00149e+01,2.60271e+01,2.16927e+01,2.67263e+01,1.11588e+08,
7e-06,7e-06,2.7e-06,2.7e-06,2e-06,8e-06,1.29676e+00,4,2.17656e+01,2.67554e+01,5.21090e-01,2.09315e+00,9.17837e-01,1.73240e+00,4.88883e-01,1.74503e+00,3.90000e-01,1.70000e+00,1.98097e+01,2.59375e+01,2.15382e+01,2.66642e+01,8.96151e+07,
7e-06,7e-06,2.7e-06,2.7e-06,2e-06,1e-05,1.30733e+00,4,2.16666e+01,2.67158e+01,5.01391e-01,2.08866e+00,9.08713e-01,1.73645e+00,4.97680e-01,1.74912e+00,3.80000e-01,1.70000e+00,1.96532e+01,2.58687e+01,2.14403e+01,2.66246e+01,7.19686e+07,
7e-06,7e-06,2.7e-06,2.7e-06,4e-06,2e-06,1.16825e+00,6,2.33863e+01,2.73792e+01,7.15690e-01,2.09146e+00,9.83809e-01,1.65476e+00,4.05961e-01,1.74512e+00,4.70000e-01,1.65000e+00,2.13340e+01,2.65814e+01,2.30847e+01,2.72665e+01,5.77969e+08,
7e-06,7e-06,2.7e-06,2.7e-06,4e-06,4e-06,1.21998e+00,4,2.28027e+01,2.71597e+01,6.23225e-01,2.10355e+00,9.43136e-01,1.69094e+00,4.33408e-01,1.75189e+00,4.50000e-01,1.68000e+00,2.08625e+01,2.63873e+01,2.25431e+01,2.70603e+01,2.99358e+08,
